"path","ext","kind","bytes","lines","reasonixMechanisms","performanceVectors","dsxuAbsorptionOwner","absorptionDecision"
"benchmarks/tau-bench/transcripts/t05_refund_not_delivered.reasonix.r2.jsonl",".jsonl","benchmark-evidence","17687","48","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t05_refund_not_delivered.reasonix.r3.jsonl",".jsonl","benchmark-evidence","12685","38","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.baseline.r1.jsonl",".jsonl","benchmark-evidence","7505","25","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.baseline.r2.jsonl",".jsonl","benchmark-evidence","10631","31","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.baseline.r3.jsonl",".jsonl","benchmark-evidence","7728","24","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.reasonix.r1.jsonl",".jsonl","benchmark-evidence","9568","34","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.reasonix.r2.jsonl",".jsonl","benchmark-evidence","7641","27","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t06_multi_order_lookup.reasonix.r3.jsonl",".jsonl","benchmark-evidence","9127","31","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.baseline.r1.jsonl",".jsonl","benchmark-evidence","14723","43","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.baseline.r2.jsonl",".jsonl","benchmark-evidence","15344","43","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.baseline.r3.jsonl",".jsonl","benchmark-evidence","15043","43","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.reasonix.r1.jsonl",".jsonl","benchmark-evidence","15660","41","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.reasonix.r2.jsonl",".jsonl","benchmark-evidence","8931","29","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t07_wrong_identity.reasonix.r3.jsonl",".jsonl","benchmark-evidence","13123","35","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.baseline.r1.jsonl",".jsonl","benchmark-evidence","8260","30","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.baseline.r2.jsonl",".jsonl","benchmark-evidence","7683","29","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.baseline.r3.jsonl",".jsonl","benchmark-evidence","8237","31","cache-first-loop;tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.reasonix.r1.jsonl",".jsonl","benchmark-evidence","6074","27","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.reasonix.r2.jsonl",".jsonl","benchmark-evidence","7375","34","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/transcripts/t08_address_then_cancel.reasonix.r3.jsonl",".jsonl","benchmark-evidence","7359","34","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;context-recovery;deepseek-route-cost-control;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;memory-io-risk;cost-positive-routing-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/types.ts",".ts","benchmark-evidence","2471","79","cache-first-loop;tool-result-budget;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"benchmarks/tau-bench/user-sim.ts",".ts","benchmark-evidence","2797","79","tool-result-budget;tool-call-repair;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-benchmark-method-pattern-not-result-claim"
"biome.json",".json","config-or-build","687","30","tool-call-repair;visible-work-state","quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-only"
"Cargo.lock",".lock","config-or-build","55974","0","no-direct-performance-mechanism","neutral-or-reference-only","No direct DSXU mechanism owner","review-only"
"Cargo.toml",".toml","config-or-build","156","10","visible-work-state","ui-latency-risk","TUI / work-state timeline owner","review-only"
"CHANGELOG.md",".md","docs","310747","6144","cache-first-loop;tool-result-budget;tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;evidence-release-claim","token-cache-positive;memory-positive;quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;cost-positive-routing-risk;integration-risk;observability-io-risk","DeepSeek route / cost / cache owner","use-as-reference-boundary-only"
"CODE_OF_CONDUCT.md",".md","docs","5446","84","permission-tool-gate;parallel-safe-dispatch;context-recovery;evidence-release-claim","safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;observability-io-risk","Permission / Tool Gate owner","use-as-reference-boundary-only"
"CONTRIBUTING.md",".md","docs","5357","153","tool-call-repair;visible-work-state;permission-tool-gate;parallel-safe-dispatch;context-recovery;mcp-skill-agent-envelope;evidence-release-claim","quality-positive-latency-risk;ui-latency-risk;safety-positive-latency-risk;latency-positive-ordering-risk;memory-io-risk;integration-risk;observability-io-risk","Tool Gate / DeepSeek adapter / VerificationKernel","use-as-reference-boundary-only"
"crates/reasonix-render/Cargo.toml",".toml","rust-or-native-support","504","19","tool-call-repair;visible-work-state","quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-native-performance-idea-only"
"crates/reasonix-render/src/decode_only.rs",".rs","rust-or-native-support","605","19","tool-call-repair;visible-work-state","quality-positive-latency-risk;ui-latency-risk","Tool Gate / DeepSeek adapter / VerificationKernel","review-native-performance-idea-only"
