"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/cli/transports/SSETransport.ts","710","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/cli/transports/transportUtils.ts","60","Baseline product/runtime support owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/cli/transports/WebSocketTransport.ts","800","Baseline product/runtime support owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/cli/transports/WorkerStateUploader.ts","132","Baseline product/runtime support owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/cli/update.ts","428","Baseline product/runtime support owner","evidence-release-claim;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands.ts","820","CLI command owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/add-dir/add-dir.tsx","126","CLI command owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/add-dir/index.ts","12","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/add-dir/validation.ts","111","CLI command owner","context-recovery;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/advisor.ts","110","CLI command owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/agents/agents.tsx","12","CLI command owner","context-recovery;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/agents/index.ts","11","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/ant-trace/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/autofix-pr/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/backfill-sessions/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/branch/branch.ts","299","CLI command owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/branch/index.ts","15","CLI command owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/break-cache/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/bridge/bridge.tsx","23","CLI command owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/bridge/index.ts","18","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/bridge-kick.ts","22","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/brief.ts","131","CLI command owner","context-recovery","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/btw/btw.tsx","243","CLI command owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/btw/index.ts","14","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/bughunter/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/chrome/chrome.tsx","285","CLI command owner","mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/chrome/index.ts","14","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/clear/caches.ts","14","CLI command owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/clear/clear.ts","8","CLI command owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/clear/conversation.ts","11","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/clear/index.ts","20","CLI command owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/color/color.ts","94","CLI command owner","context-recovery;mcp-skill-agent-envelope","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/color/index.ts","17","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/commit.ts","93","CLI command owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/commit-push-pr.ts","185","CLI command owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/compact/compact.ts","287","Context / recovery / compact owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/compact/index.ts","16","Context / recovery / compact owner","context-recovery","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/config/config.tsx","7","CLI command owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/config/index.ts","12","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/context/context.tsx","64","Context / recovery / compact owner","cache-first-loop;context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/context/context-noninteractive.ts","348","Context / recovery / compact owner","cache-first-loop;context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/context/index.ts","25","Context / recovery / compact owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/copy/copy.tsx","371","CLI command owner","context-recovery;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/copy/index.ts","16","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/cost/cost.ts","56","CLI command owner","deepseek-route-cost-control;evidence-release-claim;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/cost/index.ts","28","CLI command owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/createMovedToPluginCommand.ts","105","CLI command owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/ctx_viz/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/debug-tool-call/index.js","2","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/desktop/desktop.tsx","10","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/desktop/index.ts","27","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/diff/diff.tsx","9","CLI command owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/commands/diff/index.ts","9","CLI command owner","no-direct-reasonix-overlap","partial-review-needed","none-static","???? owner????? Reasonix ?????"
"src/commands/doctor/doctor.tsx","7","CLI command owner","context-recovery;evidence-release-claim","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/doctor/index.ts","33","CLI command owner","evidence-release-claim;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/commands/dsxu-commit.ts","82","CLI command owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/dsxu-commit-push-pr.ts","92","CLI command owner","context-recovery;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/commands/effort/effort.tsx","184","CLI command owner","context-recovery;deepseek-route-cost-control;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
