id,priority,mechanismArea,mechanismClass,role,phase,title,dsxuOwner,value,deepseekAdaptation,implementationBoundary,acceptanceEvidence
RSB-0055,P2,Source Truth / Capsule,cognitive-workflow,senior feature engineer,proof / release evidence,Source Truth / Capsule for senior feature engineer during proof / release evidence,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：多文件功能实现、owner 判断、风险控制和回归。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0056,P0,Source Truth / Capsule,cognitive-workflow,debugging engineer,preflight / plan,Source Truth / Capsule for debugging engineer during preflight / plan,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：失败复现、根因定位、修复、回归和证据。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0057,P0,Source Truth / Capsule,cognitive-workflow,debugging engineer,execution / action,Source Truth / Capsule for debugging engineer during execution / action,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：失败复现、根因定位、修复、回归和证据。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0058,P1,Source Truth / Capsule,cognitive-workflow,debugging engineer,failure / diagnosis,Source Truth / Capsule for debugging engineer during failure / diagnosis,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：失败复现、根因定位、修复、回归和证据。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0059,P1,Source Truth / Capsule,cognitive-workflow,debugging engineer,recovery / retry,Source Truth / Capsule for debugging engineer during recovery / retry,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：失败复现、根因定位、修复、回归和证据。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0060,P2,Source Truth / Capsule,cognitive-workflow,debugging engineer,proof / release evidence,Source Truth / Capsule for debugging engineer during proof / release evidence,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：失败复现、根因定位、修复、回归和证据。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0061,P0,Source Truth / Capsule,cognitive-workflow,technical lead,preflight / plan,Source Truth / Capsule for technical lead during preflight / plan,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0062,P0,Source Truth / Capsule,cognitive-workflow,technical lead,execution / action,Source Truth / Capsule for technical lead during execution / action,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0063,P1,Source Truth / Capsule,cognitive-workflow,technical lead,failure / diagnosis,Source Truth / Capsule for technical lead during failure / diagnosis,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0064,P1,Source Truth / Capsule,cognitive-workflow,technical lead,recovery / retry,Source Truth / Capsule for technical lead during recovery / retry,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0065,P2,Source Truth / Capsule,cognitive-workflow,technical lead,proof / release evidence,Source Truth / Capsule for technical lead during proof / release evidence,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：目标保持、计划拆分、长期任务恢复和签收。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0066,P0,Source Truth / Capsule,cognitive-workflow,terminal operator,preflight / plan,Source Truth / Capsule for terminal operator during preflight / plan,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0067,P0,Source Truth / Capsule,cognitive-workflow,terminal operator,execution / action,Source Truth / Capsule for terminal operator during execution / action,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
RSB-0068,P1,Source Truth / Capsule,cognitive-workflow,terminal operator,failure / diagnosis,Source Truth / Capsule for terminal operator during failure / diagnosis,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,失败时能分类、定位、保留原始证据，并给出修复候选。
RSB-0069,P1,Source Truth / Capsule,cognitive-workflow,terminal operator,recovery / retry,Source Truth / Capsule for terminal operator during recovery / retry,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,恢复时复用目标和 source anchors，重试成本、route 和风险可见。
RSB-0070,P2,Source Truth / Capsule,cognitive-workflow,terminal operator,proof / release evidence,Source Truth / Capsule for terminal operator during proof / release evidence,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：命令计划、执行、失败修复、artifact 和 bounded preview。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,完成后有 source/test/live/raw/cost/cache evidence，未达成项降级为 roadmap。
RSB-0071,P0,Source Truth / Capsule,cognitive-workflow,release owner,preflight / plan,Source Truth / Capsule for release owner during preflight / plan,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行前能看到目标、owner、风险、成本/权限影响和停止条件。
RSB-0072,P0,Source Truth / Capsule,cognitive-workflow,release owner,execution / action,Source Truth / Capsule for release owner during execution / action,Code-mode source truth owner,先定位、再范围读取、再修改，避免模型靠旧记忆或全文回灌猜测。 角色侧重点：发布 gate、claim guard、secret scan、fresh install 和 clean export。,使用 path/hash/anchor/excerpt/riskTags 形成稳定 source capsule。,memory 只能导航，不能替代当前 source truth。,执行时只走 DSXU 主链 owner，事件进入 timeline，工具输出受预算控制。
